"Produto","Proteina","Carboidratos","Gramas","Fibras","Calorias","Cluster"
"Wheat, pancakes 4"" diam.",0.030172413793103446,0.11864406779661017,0.10847044671126349,0.00042553191489361707,0.25201612903225806,"cluster_1"
"Pizza 14"" diam.",0.034482758620689655,0.09745762711864407,0.07488542929285218,0.0017021276595744683,0.1814516129032258,"cluster_0"
"Popcorn salted",0.01293103448275862,0.0847457627118644,0.027052222666630026,0.002127659574468085,0.1532258064516129,"cluster_0"
"Puffed rice",0.017241379310344827,0.05084745762711865,0.012804033458819171,0.0017021276595744683,0.055443548387096774,"cluster_0"
"Puffed wheat presweetened",0.004310344827586207,0.11016949152542373,0.027052222666630026,0.002553191489361702,0.10584677419354839,"cluster_0"
"Rice",0.06465517241379311,0.652542372881356,0.21024322676705534,0.005106382978723404,0.7540322580645161,"cluster_2"
"Converted",0.06034482758620689,0.6016949152542372,0.18887094295533904,0.0017021276595744683,0.6824596774193549,"cluster_2"
"White",0.06034482758620689,0.635593220338983,0.19294185415757073,0.001276595744680851,0.6975806451612903,"cluster_2"
"Rice flakes",0.008620689655172414,0.11016949152542373,0.029087678267745862,0.00042553191489361707,0.1159274193548387,"cluster_0"
"Rice polish",0.02586206896551724,0.11864406779661017,0.049442234278904235,0.005106382978723404,0.13306451612903225,"cluster_0"
"Rolls",0.01293103448275862,0.09745762711864407,0.049442234278904235,0.00042553191489361707,0.41431451612903225,"cluster_1"
"of refined flour",0.01293103448275862,0.0847457627118644,0.03722950067220921,0.0017021276595744683,0.1159274193548387,"cluster_0"
"whole-wheat",0.017241379310344827,0.0847457627118644,0.03926495627332505,0.00042553191489361707,0.10282258064516128,"cluster_0"
"Spaghetti with meat sauce",0.05603448275862069,0.1483050847457627,0.25298779439048785,0.002127659574468085,0.2872983870967742,"cluster_1"
"with tomatoes and cheese",0.02586206896551724,0.15254237288135594,0.25298779439048785,0.002127659574468085,0.21169354838709678,"cluster_1"
"Spanish rice",0.017241379310344827,0.1694915254237288,0.25298779439048785,0.005106382978723404,0.21875,"cluster_1"
"Shredded wheat biscuit",0.01293103448275862,0.09745762711864407,0.027052222666630026,0.002978723404255319,0.10080645161290322,"cluster_0"
"Waffles",0.034482758620689655,0.1271186440677966,0.07488542929285218,0.00042553191489361707,0.24193548387096775,"cluster_1"
"Wheat germ",0.07327586206896551,0.1440677966101695,0.06776133468894675,0.010638297872340425,0.2469758064516129,"cluster_1"
"Wheat-germ cereal toasted",0.08620689655172414,0.15254237288135594,0.064708151287273,0.010638297872340425,0.2620967741935484,"cluster_1"
"Wheat meal cereal unrefined",0.017241379310344827,0.1059322033898305,0.029087678267745862,0.002978723404255319,0.10383064516129031,"cluster_0"
"Wheat, cooked",0.05172413793103448,0.1483050847457627,0.202101404362592,0.01872340425531915,0.2772177419354839,"cluster_1"
"Bean soups",0.034482758620689655,0.1271186440677966,0.25298779439048785,0.002553191489361702,0.19153225806451613,"cluster_1"
"Beef soup",0.02586206896551724,0.046610169491525424,0.25298779439048785,0.002127659574468085,0.10080645161290322,"cluster_0"
"Bouillon",0.021551724137931036,0,0.24281051638490872,0,0.024193548387096774,"cluster_0"
"chicken soup",0.017241379310344827,0.0423728813559322,0.25298779439048785,0,0.07560483870967742,"cluster_0"
"Clam chowder",0.021551724137931036,0.05084745762711865,0.25807643339327746,0.002127659574468085,0.08568548387096774,"cluster_0"
"Cream soups",0.030172413793103446,0.07627118644067797,0.25807643339327746,0.005106382978723404,0.20161290322580644,"cluster_1"
"Noodle",0.02586206896551724,0.05508474576271186,0.25298779439048785,0.0008510638297872341,0.1159274193548387,"cluster_0"
"Split-pea soup",0.034482758620689655,0.1059322033898305,0.25298779439048785,0.002127659574468085,0.14818548387096775,"cluster_0"
"Tomato soup",0.02586206896551724,0.09322033898305085,0.2478991553876983,0.002127659574468085,0.17641129032258063,"cluster_1"
"Vegetable",0.017241379310344827,0.059322033898305086,0.25298779439048785,0,0.08064516129032258,"cluster_0"
"Apple betty",0.004310344827586207,0.1228813559322034,0.10032862430680015,0.002127659574468085,0.15120967741935484,"cluster_0"
"Bread pudding",0.04741379310344827,0.23728813559322035,0.202101404362592,0.0008510638297872341,0.37701612903225806,"cluster_1"
"Cakes",0.01293103448275862,0.09745762711864407,0.03926495627332505,0,0.11088709677419355,"cluster_0"
"Chocolate fudge",0.021551724137931036,0.2966101694915254,0.12068318031795851,0.001276595744680851,0.42338709677419356,"cluster_1"
"Cupcake",0.01293103448275862,0.13135593220338984,0.049442234278904235,0.0017021276595744683,0.16129032258064516,"cluster_0"
"Fruit cake",0.008620689655172414,0.07203389830508475,0.029087678267745862,0.0008510638297872341,0.10584677419354839,"cluster_0"
"Gingerbread",0.008620689655172414,0.11864406779661017,0.05453087328169382,0.0017021276595744683,0.1814516129032258,"cluster_0"
"Plain, with no icing",0.017241379310344827,0.13135593220338984,0.05453087328169382,0.0017021276595744683,0.1814516129032258,"cluster_0"
"Sponge cake",0.01293103448275862,0.09322033898305085,0.03926495627332505,0,0.1159274193548387,"cluster_0"
"Candy",0.017241379310344827,0.08050847457627118,0.023999039264956272,0,0.10483870967741934,"cluster_0"
"Chocolate creams",0.017241379310344827,0.1016949152542373,0.029087678267745862,0,0.1310483870967742,"cluster_0"
"Fudge",0.017241379310344827,0.3389830508474576,0.09015134630122096,0.00042553191489361707,0.37298387096774194,"cluster_1"
"Hard candies",0.017241379310344827,0.11864406779661017,0.027052222666630026,0,0.0907258064516129,"cluster_0"
"Marshmallows",0.004310344827586207,0.09745762711864407,0.029087678267745862,0,0.09879032258064516,"cluster_0"
"Milk chocolate",0.008620689655172414,0.1864406779661017,0.05554860108225174,0.0008510638297872341,0.2923387096774194,"cluster_1"
"Chocolate syrup",0.017241379310344827,0.09322033898305085,0.03926495627332505,0,0.08064516129032258,"cluster_0"
"Doughnuts",0.008620689655172414,0.07203389830508475,0.032140861669419624,0.0017021276595744683,0.13608870967741934,"cluster_0"
"Gelatin, made with water",0.017241379310344827,0.15254237288135594,0.2417927885843508,0,0.15625,"cluster_1"
"Honey",0.017241379310344827,0.1271186440677966,0.04130041187444088,0,0.12096774193548387,"cluster_0"
"Ice cream",0,0,0.30387418441838376,0.0425531914893617,0.25201612903225806,"cluster_1"
"Ices",0,0.2033898305084746,0.15121501433469606,0,0.11794354838709677,"cluster_0"
"preserves",0,0.059322033898305086,0.018910400262166678,0.0017021276595744683,0.055443548387096774,"cluster_0"
"Jellies",0,0.05508474576271186,0.018910400262166678,0,0.05040322580645161,"cluster_0"
"Molasses",0,0.046610169491525424,0.018910400262166678,0.03404255319148936,0.04536290322580645,"cluster_0"
"Cane Syrup",0,0.05508474576271186,0.018910400262166678,0,0.05040322580645161,"cluster_0"
"9"" diam. pie",0.01293103448275862,0.2245762711864407,0.1359490973263273,0.00042553191489361707,0.3326612903225806,"cluster_1"
"Cherry Pie",0.01293103448275862,0.2330508474576271,0.1359490973263273,0.00042553191489361707,0.34274193548387094,"cluster_1"
"Custard",0.030172413793103446,0.1440677966101695,0.1308604583235377,0,0.26713709677419356,"cluster_1"
"Lemon meringue",0.017241379310344827,0.1906779661016949,0.12068318031795851,0.00042553191489361707,0.3024193548387097,"cluster_1"
"Mince",0.01293103448275862,0.2627118644067797,0.1359490973263273,0.002978723404255319,0.34274193548387094,"cluster_1"
"Pumpkin Pie",0.021551724137931036,0.1440677966101695,0.1308604583235377,0.03404255319148936,0.26713709677419356,"cluster_1"
"Puddings Sugar",0,0.8432203389830508,0.202101404362592,0,0.7762096774193549,"cluster_2"
"3 teaspoons sugar",0,0.05084745762711865,0.010768577857703335,0,0.05040322580645161,"cluster_0"
"Brown, firm-packed, dark sugar",0,0.8898305084745762,0.22245596037375034,0,0.8215725806451613,"cluster_2"
"Syrup",0,0.1059322033898305,0.03926495627332505,0,0.10080645161290322,"cluster_0"
"table blends sugar",0,0.1228813559322034,0.03926495627332505,0,0.11088709677419355,"cluster_0"
"Tapioca cream pudding",0.04310344827586207,0.17796610169491525,0.25298779439048785,0,0.3377016129032258,"cluster_1"
"Almonds",0.05603448275862069,0.05508474576271186,0.0697967902900626,0.007659574468085107,0.4284274193548387,"cluster_1"
"roasted and salted",0.05603448275862069,0.05508474576271186,0.0697967902900626,0.007659574468085107,0.44254032258064513,"cluster_1"
"Brazil nuts",0.04310344827586207,0.029661016949152543,0.0697967902900626,0.00851063829787234,0.46068548387096775,"cluster_1"
"Cashews",0.05172413793103448,0.0847457627118644,0.0697967902900626,0.0038297872340425534,0.3951612903225806,"cluster_1"
"coconut sweetened",0.004310344827586207,0.11016949152542373,0.049442234278904235,0.00851063829787234,0.2762096774193548,"cluster_1"
"Peanut butter",0.05172413793103448,0.038135593220338986,0.049442234278904235,0.0038297872340425534,0.3024193548387097,"cluster_1"
"Peanut butter, natural",0.05603448275862069,0.03389830508474576,0.049442234278904235,0.0038297872340425534,0.28629032258064513,"cluster_1"
"Peanuts",0.05603448275862069,0.038135593220338986,0.049442234278904235,0.005106382978723404,0.2923387096774194,"cluster_1"
"Pecans",0.021551724137931036,0.029661016949152543,0.05147768988002007,0.004680851063829788,0.34576612903225806,"cluster_1"
"Sesame seeds",0.03879310344827586,0.0423728813559322,0.049442234278904235,0.013191489361702129,0.282258064516129,"cluster_1"
"Sunflower seeds",0.05172413793103448,0.0423728813559322,0.049442234278904235,0.008085106382978723,0.282258064516129,"cluster_1"
"Walnuts",0.030172413793103446,0.03389830508474576,0.049442234278904235,0.00425531914893617,0.3276209677419355,"cluster_1"
"Beer",0.017241379310344827,0.03389830508474576,0.4870651885188091,0,0.22983870967741934,"cluster_1"
"Gin",0,0.0635593220338983,0.027052222666630026,0,0.07056451612903225,"cluster_0"
"Wines",0.017241379310344827,0.038135593220338986,0.12068318031795851,0,0.16532258064516128,"cluster_0"
"Table (12.2% alcohol)",0.017241379310344827,0.0211864406779661,0.12068318031795851,0,0.10080645161290322,"cluster_0"
"Carbonated drinks Artificially sweetened",0,0,0.35068966324404804,0,0,"cluster_0"
"Club soda",0,0,0.35068966324404804,0,0,"cluster_0"
"Cola drinks",0,0.16101694915254236,0.35068966324404804,0,0.1381048387096774,"cluster_1"
"Fruit-flavored soda",0,0.17796610169491525,0.35068966324404804,0,0.1622983870967742,"cluster_1"
"Ginger ale",0,0.11864406779661017,0.35068966324404804,0,0.10584677419354839,"cluster_0"
"Root beer",0,0.1483050847457627,0.35068966324404804,0,0.1411290322580645,"cluster_1"
"Coffee",0.017241379310344827,0.00423728813559322,0.23263323837932953,0,0.0030241935483870967,"cluster_0"
"Tea",0,0.00423728813559322,0.23263323837932953,0,0.004032258064516129,"cluster_0"
